Sex,Race,Age,Grade,SexOrientation,SeatBealtUse,DrinkingDriver,DrivingDrinking,TextingDriving,WeaponCarrying,WeaponCarryingSchool,GunCarrying,UnsafeAtSchool,InjuredInSchool,PhysicalFight,SchoolPhysicalFight,SexualAbuse,TimesSexualAbuse,SexualAbuseByPartner,Bullying,CyberBullying,SmokingCigarette,AgeFirstCig,DaysSmokingCigarette,CigPerDay,Vaping,DaysVaping,SourceVaping,DaysSmokelessTobacco,DaysSmokingCigar,AgeFirstAlcohol,DaysAlcohol,BingeDrinking,LargestNumberOfDrinks,SourceAlcohol,TimesMarihuanaUseLife,AgeFirstMarihuana,TimesMarihuanaUse30Days,TimesSyntheticMarihuanaUseLife,PainMedicine,TimesCocaine,TimesInhalant,TimesHeroin,TimesMetha,TimesEcstasy,TimesSteroids,TimesNeedle,OfferedDrugsSchool,HallucinogenicDrugs,MarihuanaUse
Female,White,17,11,Heterosexual,Always,1,2,2,1,1,1,1,1,1,1,0,1,2,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
Female,Black or African American,14,9,Heterosexual,Always,1,2,2,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
Female,White,15,9,Heterosexual,Always,1,1,1,1,1,1,1,1,1,1,0,2,3,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
Female,Asian,15,9,Not sure,Always,1,2,2,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
Female,White,15,9,Gay or Lesbian,Always,1,2,2,1,1,1,1,1,NA,NA,0,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,0,1,0
Female,Multiple-Hispanic,15,9,Heterosexual,Always,1,2,2,1,1,1,1,1,2,2,1,3,4,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,3,1,1,1,3,1,1,1,0
Male,White,15,9,Bisexual,Always,1,1,1,3,1,1,1,1,1,1,0,1,2,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
Male,White,17,11,Heterosexual,Always,1,2,4,1,1,1,1,1,1,1,0,1,2,0,0,0,1,1,1,1,7,5,1,1,5,1,1,1,1,4,6,1,1,1,1,1,1,1,1,1,1,0,1,1
Female,Multiple-Hispanic,15,11,Heterosexual,Always,1,2,2,1,1,1,1,1,1,1,0,1,2,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
Female,Hispanic/Latino,17,11,Heterosexual,Always,3,2,4,1,1,1,1,1,1,1,0,1,2,0,0,1,6,1,1,0,1,1,1,1,3,NA,1,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
Male,Multiple-Non-Hispanic,16,11,Heterosexual,Always,1,NA,NA,1,1,1,1,1,1,1,0,1,2,0,0,0,1,1,1,1,2,5,1,1,6,1,1,1,1,2,6,1,1,2,1,1,1,1,1,1,1,1,1,1
Male,White,17,11,Heterosexual,Always,1,1,1,1,1,1,1,1,1,1,0,1,2,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
Male,White,17,11,Heterosexual,Always,1,2,2,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,1,1,1,1,1,5,1,1,1,1,2,5,1,1,1,1,1,1,1,1,1,1,0,1,1
Male,Asian,17,11,Heterosexual,Most of the Times,1,2,2,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
Female,White,16,11,Bisexual,Always,1,2,3,1,1,1,1,1,4,1,0,1,1,0,1,0,1,1,1,1,5,4,1,1,6,2,1,2,6,3,6,2,1,1,1,1,1,1,1,1,1,0,1,1
Male,White,16,11,Heterosexual,Always,1,2,4,1,1,1,1,1,1,1,0,1,2,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
Female,White,17,11,NA,Always,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
Female,Asian,16,11,Heterosexual,Always,1,2,3,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,0,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
Male,White,16,11,Heterosexual,Always,1,2,3,5,1,1,1,1,1,1,0,1,2,0,1,0,1,1,1,1,3,4,1,1,6,2,2,5,6,4,6,1,1,1,1,1,1,1,1,1,1,1,1,1
Female,White,17,11,Bisexual,Always,1,2,4,1,1,1,1,1,1,1,1,2,2,0,0,1,6,1,1,1,2,5,1,1,6,1,1,1,1,3,5,1,1,1,1,1,1,1,1,1,1,0,1,1
Male,White,16,11,Heterosexual,Always,1,1,1,3,1,1,1,1,2,1,0,1,2,1,0,0,1,1,1,0,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
Male,White,17,11,Heterosexual,Most of the Times,1,2,6,4,3,1,1,1,1,1,0,1,1,1,0,1,6,1,1,1,7,4,1,1,6,1,1,1,1,7,6,4,1,1,1,1,1,1,1,1,1,0,2,1
Female,Multiple-Hispanic,17,11,Bisexual,Always,1,2,2,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,NA,NA,1,1,5,1,1,1,1,2,6,1,1,1,1,4,1,1,1,1,1,0,1,1
Male,Multiple-Hispanic,16,11,Heterosexual,Always,1,2,8,1,1,1,1,1,1,1,0,1,2,0,0,1,6,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
Female,White,16,11,Heterosexual,Always,3,2,4,5,5,1,1,1,1,1,1,1,2,1,0,1,6,2,3,1,7,4,1,1,5,3,1,2,6,7,5,4,1,2,1,1,1,1,1,1,1,1,1,1
Male,White,17,11,Heterosexual,Always,1,2,4,1,1,1,1,1,1,1,0,1,2,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
Female,White,17,11,Heterosexual,Always,1,2,2,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
Female,White,15,9,Heterosexual,Always,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
Female,White,16,11,Heterosexual,Always,1,2,3,1,1,1,1,1,1,1,0,2,2,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
Male,White,15,9,Heterosexual,Always,1,2,5,2,1,1,1,1,2,1,0,1,2,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
Male,White,15,9,Heterosexual,Most of the Times,1,2,2,1,1,1,1,1,1,1,0,1,2,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
Male,Multiple-Hispanic,16,9,Heterosexual,Always,1,3,2,5,5,1,1,1,1,1,0,1,2,1,0,1,3,1,1,1,4,8,7,1,3,7,7,8,8,7,4,6,6,1,1,1,1,1,1,1,1,0,1,1
Male,White,15,9,Heterosexual,Always,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
Female,Black or African American,16,11,Heterosexual,Most of the Times,3,2,2,1,1,1,1,1,3,3,0,1,2,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
Female,White,15,9,Heterosexual,Most of the Times,2,NA,NA,1,1,1,1,1,1,1,0,1,2,1,1,0,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
Female,White,15,9,Bisexual,Always,1,1,1,1,1,1,3,7,3,3,0,3,3,1,1,1,5,1,1,1,6,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
Male,White,15,9,Heterosexual,Always,1,2,3,1,1,1,1,1,1,1,0,1,2,0,0,0,1,1,1,0,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
Female,White,15,9,NA,Most of the Times,1,1,1,1,1,1,1,1,2,1,0,1,2,0,0,1,2,1,1,1,4,8,1,1,5,4,3,5,8,1,1,1,1,1,1,2,1,1,1,1,1,1,1,0
Female,White,15,9,Heterosexual,Always,1,1,1,1,1,1,1,1,1,1,0,1,2,0,0,0,1,1,1,0,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
Female,White,15,9,Heterosexual,Sometimes,1,1,1,1,1,1,2,1,1,1,0,1,1,1,0,0,1,1,1,0,1,1,1,1,6,2,1,2,7,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
Female,White,14,9,Heterosexual,Most of the Times,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
Male,White,14,9,Heterosexual,Most of the Times,1,1,1,1,1,1,1,1,1,1,0,1,2,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
Female,White,15,9,Heterosexual,Always,1,1,1,1,1,1,3,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,0,1,0
Female,Multiple-Hispanic,18,11,Heterosexual,Never,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,NA,NA,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
Male,Hispanic/Latino,15,9,Heterosexual,Most of the Times,1,1,1,1,1,1,1,1,1,1,0,1,2,0,1,1,5,1,1,1,2,5,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
Female,White,15,9,Bisexual,Most of the Times,1,1,1,1,1,1,1,1,1,1,0,1,2,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
Male,White,15,9,Heterosexual,Always,1,2,2,1,1,1,1,1,1,1,0,1,2,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
Female,White,15,9,Heterosexual,Always,1,1,1,1,1,1,1,1,1,1,0,1,2,1,1,0,1,1,1,1,3,5,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
Female,Am Indian/Alaska Native,14,9,Bisexual,Most of the Times,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,0,1,0
Female,Am Indian/Alaska Native,15,9,Heterosexual,Always,1,2,2,1,1,1,2,1,1,1,0,1,1,0,0,0,1,1,1,0,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
Female,Asian,15,9,Heterosexual,Rarely,1,1,1,1,1,1,1,1,1,1,0,1,2,0,1,0,1,1,1,1,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
Female,White,15,9,Bisexual,Always,1,2,2,1,1,1,1,1,1,1,0,1,1,0,0,1,5,1,1,1,4,4,1,1,5,1,1,1,1,2,6,2,1,1,1,1,1,1,1,1,1,0,1,1
Male,Multiple-Non-Hispanic,14,9,Heterosexual,Always,1,1,1,5,1,1,1,2,1,1,0,1,1,0,0,0,1,1,1,0,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
Female,White,14,9,Heterosexual,Always,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,0,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
Male,Black or African American,15,9,Heterosexual,Always,1,2,2,1,1,1,1,1,1,1,0,1,2,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
Female,Hispanic/Latino,14,9,Heterosexual,Most of the Times,1,1,1,1,1,1,1,1,3,1,0,1,2,0,0,1,5,1,1,1,1,1,1,1,2,1,1,1,1,7,4,2,1,2,1,1,1,1,1,1,1,0,1,1
Male,Multiple-Non-Hispanic,14,9,Heterosexual,Most of the Times,1,1,1,1,1,1,1,1,2,1,0,1,2,0,0,0,1,1,1,1,5,6,1,1,5,2,NA,NA,7,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
Female,White,15,9,Heterosexual,Always,1,NA,NA,1,1,1,1,1,1,1,0,1,2,0,0,1,2,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
Female,White,15,9,Gay or Lesbian,Always,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
Female,Asian,16,9,Heterosexual,Always,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
Female,Asian,14,9,Heterosexual,Always,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
Male,Hispanic/Latino,15,9,Heterosexual,Rarely,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,1,NA,NA,1,1,5,NA,1,NA,NA,1,1,1,1,2,1,1,1,1,1,1,1,0,1,0
Male,Hispanic/Latino,15,9,Not sure,Always,1,1,1,1,1,1,3,2,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,6,1,1,1,1,1,1,1,1,1,1,0,1,1
Female,Multiple-Hispanic,15,9,Heterosexual,Always,1,2,2,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
Female,Multiple-Hispanic,15,10,Heterosexual,Most of the Times,1,2,2,1,1,1,2,1,1,1,0,2,2,1,1,1,5,2,2,1,3,6,1,1,3,4,1,2,6,4,5,3,1,2,1,2,1,1,1,1,1,1,2,1
Male,White,15,9,Heterosexual,Always,1,2,2,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,0,1,1,1,1,6,NA,1,NA,NA,1,1,1,1,2,1,1,1,1,1,1,1,0,1,0
Female,Asian,14,9,Heterosexual,Most of the Times,1,1,1,1,1,1,1,1,1,1,0,1,2,0,0,0,1,1,1,0,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
Female,Hispanic/Latino,14,9,Not sure,Always,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,0,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
Male,Hispanic/Latino,15,9,Heterosexual,Always,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
Male,Hispanic/Latino,15,9,Heterosexual,Always,1,2,2,1,1,1,1,1,1,1,0,1,1,0,0,1,3,1,1,1,1,1,1,1,2,2,1,2,6,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
Female,White,15,9,Heterosexual,Always,1,1,1,1,1,1,1,1,3,1,0,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
Male,Multiple-Hispanic,15,9,Heterosexual,Always,1,2,2,1,1,1,1,1,1,1,0,1,2,0,0,0,1,1,1,1,1,1,1,1,3,1,1,1,1,2,5,1,1,1,1,1,1,1,1,1,1,0,1,1
Male,Hispanic/Latino,15,10,Heterosexual,Most of the Times,1,2,2,1,1,1,1,1,1,NA,NA,NA,2,0,0,0,1,1,1,1,1,1,1,1,6,1,1,1,1,2,5,1,1,1,1,1,1,1,1,1,1,1,1,1
Female,Multiple-Non-Hispanic,16,11,Bisexual,Always,1,2,3,1,1,1,1,1,1,1,0,1,2,0,0,1,5,1,1,1,1,1,1,1,5,2,1,2,5,7,4,3,1,1,1,1,1,1,1,1,1,0,1,1
Female,Hispanic/Latino,15,9,Heterosexual,Always,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
Male,NA,15,9,Bisexual,Sometimes,1,1,1,1,1,1,1,1,1,1,0,1,2,0,0,1,5,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
Female,White,15,9,Heterosexual,Always,1,1,1,1,1,1,1,1,2,1,0,1,1,0,1,0,1,1,1,1,3,8,1,1,5,2,1,2,7,2,5,2,1,1,1,1,1,1,1,1,1,0,1,1
Female,Multiple-Hispanic,15,10,Bisexual,Always,3,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,1,1,1,1,1,6,2,1,2,6,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
Female,NA,14,9,Gay or Lesbian,Sometimes,3,1,1,1,1,1,1,5,4,4,0,5,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
Female,Multiple-Hispanic,15,9,Not sure,Always,1,1,1,5,5,1,1,1,1,1,1,2,1,0,0,1,5,1,1,1,4,5,1,1,5,2,3,5,2,4,5,3,2,2,2,2,1,1,2,1,1,1,2,1
Female,Multiple-Hispanic,16,10,Bisexual,Most of the Times,1,1,1,1,1,1,1,1,1,1,0,1,2,1,1,1,3,1,1,1,3,5,1,1,2,1,1,1,1,7,4,5,1,1,1,1,1,1,1,1,1,1,1,1
Male,White,14,9,Heterosexual,Always,4,1,1,1,1,1,1,1,2,1,0,1,2,0,0,0,1,1,1,0,1,1,1,1,2,2,1,2,8,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
Female,Native Hawaiian/Other PI,18,12,Heterosexual,Always,1,2,2,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,0,1,1,1,1,6,2,1,2,7,NA,7,NA,1,1,1,1,1,1,1,1,1,0,1,NA
Male,Hispanic/Latino,17,11,Heterosexual,Always,1,1,1,1,1,1,2,1,1,1,0,1,2,0,0,0,1,1,1,1,3,5,1,1,5,NA,1,NA,NA,2,6,2,1,1,1,1,1,1,1,1,1,0,1,1
Male,Black or African American,17,11,Heterosexual,Sometimes,1,NA,NA,1,1,1,1,1,2,2,0,1,2,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
Male,Native Hawaiian/Other PI,16,11,Heterosexual,Always,1,2,2,1,1,1,1,1,1,1,0,1,2,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
Male,Black or African American,16,11,Heterosexual,Always,1,2,2,1,1,1,1,1,1,1,0,1,2,0,0,0,1,1,1,0,1,1,1,1,6,1,1,1,1,7,6,5,1,1,1,1,1,1,1,1,1,0,3,1
Male,Multiple-Non-Hispanic,17,11,Heterosexual,Always,1,NA,NA,1,1,1,1,1,1,1,0,1,2,0,0,1,5,1,1,1,1,1,1,1,5,1,1,1,1,7,5,6,1,1,1,1,1,1,1,1,1,1,3,1
Male,White,17,11,Heterosexual,Sometimes,5,2,2,1,1,1,1,1,1,1,0,1,2,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,4,5,1,1,1,1,1,1,1,1,1,1,0,1,1
Female,Black or African American,15,9,Heterosexual,Always,1,NA,NA,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
Female,Multiple-Non-Hispanic,15,9,Bisexual,Most of the Times,1,1,1,1,1,1,1,1,1,1,0,1,2,0,0,0,1,1,1,0,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,0
Female,White,14,9,Heterosexual,Always,1,2,2,1,1,1,1,1,2,1,0,1,NA,0,0,0,1,1,1,0,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,0,1,0
Male,White,17,11,Heterosexual,Never,1,2,2,1,1,1,1,1,1,1,0,1,2,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
Male,White,17,11,Heterosexual,Never,1,2,2,1,1,1,1,1,1,1,0,1,2,0,0,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,0,1,NA
Female,Black or African American,17,11,Heterosexual,Always,1,2,2,1,1,1,1,1,1,1,0,1,2,0,1,0,1,1,1,0,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,NA,0,1,0
Female,Asian,16,11,Heterosexual,Most of the Times,1,NA,NA,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,0,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
Male,Asian,16,11,Heterosexual,Always,1,2,2,1,1,1,1,1,1,1,0,1,2,0,0,1,2,1,1,0,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
Male,White,16,11,Heterosexual,Always,1,1,1,1,1,1,1,4,2,1,0,1,2,1,1,0,1,1,1,0,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
Male,Asian,17,12,Heterosexual,Most of the Times,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,0,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
Male,Hispanic/Latino,17,11,Heterosexual,Always,1,2,2,1,1,1,1,1,1,1,0,1,2,0,0,1,4,1,1,1,1,1,1,1,1,1,1,1,1,2,6,1,1,1,1,1,1,1,1,1,1,0,1,1
Female,Hispanic/Latino,16,11,Heterosexual,Sometimes,4,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,3,1,1,0,1,1,1,1,2,2,1,2,8,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
Male,White,17,12,Heterosexual,Always,1,2,2,1,1,1,1,1,1,1,0,1,NA,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,0,1,0
Female,White,15,10,Bisexual,Always,1,2,2,1,1,1,1,1,1,1,0,1,2,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,4,5,1,1,1,1,1,1,1,1,1,1,0,1,1
Female,Asian,15,10,Bisexual,Most of the Times,1,1,1,1,1,1,1,1,1,1,0,1,2,0,0,1,4,1,1,0,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
Male,White,15,10,Heterosexual,Always,1,2,2,1,1,1,1,1,1,1,0,1,2,0,0,0,1,1,1,1,2,8,1,1,5,2,1,2,6,7,5,5,1,1,2,1,1,1,1,1,1,1,1,1
Female,Hispanic/Latino,16,10,Heterosexual,Always,1,2,2,1,1,1,1,1,1,1,0,1,2,0,0,0,1,1,1,0,1,1,1,1,6,1,1,1,1,2,6,1,1,1,1,1,1,1,1,1,1,0,1,1
Female,White,16,10,Heterosexual,Sometimes,2,2,3,1,1,1,1,1,1,1,0,1,2,0,1,0,1,1,1,1,1,1,1,1,2,1,1,1,1,6,5,1,1,2,1,1,1,1,1,1,1,0,1,1
Female,Native Hawaiian/Other PI,17,11,Heterosexual,Sometimes,1,1,1,1,1,1,1,1,1,1,0,1,2,0,0,0,1,1,1,1,4,5,1,1,6,2,1,2,6,3,7,3,3,1,1,1,1,1,1,1,1,0,1,1
Female,Multiple-Hispanic,17,11,Heterosexual,Always,1,2,2,1,1,1,2,1,1,1,0,1,2,0,0,0,1,1,1,0,1,1,1,1,6,3,1,3,6,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
Male,White,17,11,Heterosexual,Always,NA,1,1,1,1,1,1,1,2,1,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,0,1,0
Male,White,16,11,Heterosexual,Always,1,2,2,1,1,1,1,1,1,1,0,1,2,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
Female,Asian,17,11,Heterosexual,Always,1,NA,NA,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
Male,Native Hawaiian/Other PI,16,10,Heterosexual,Most of the Times,1,2,2,1,1,1,1,3,3,1,0,1,2,0,0,1,3,NA,NA,1,5,5,7,1,3,NA,1,NA,NA,3,6,1,1,1,1,1,NA,1,1,1,1,0,1,1
Male,White,15,10,Heterosexual,Most of the Times,3,2,2,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,1,7,4,1,1,2,4,5,8,8,6,5,3,1,1,1,1,1,1,1,1,1,1,1,1
Female,Asian,16,10,Heterosexual,Always,1,2,6,1,1,1,1,1,1,1,0,1,2,0,0,0,1,1,1,1,4,3,1,1,NA,NA,1,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
Female,Hispanic/Latino,17,11,Bisexual,Always,2,2,2,1,1,1,2,1,2,2,0,1,2,0,0,1,6,2,6,1,NA,NA,1,1,6,6,5,8,6,7,6,6,6,2,1,1,1,1,1,1,1,1,1,1
Male,Multiple-Non-Hispanic,16,10,Heterosexual,Always,1,1,1,1,1,1,1,1,1,1,0,1,2,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
Male,White,15,10,Heterosexual,Always,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,0,1,0
Female,White,16,10,Heterosexual,Always,4,2,2,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
Female,Multiple-Hispanic,16,10,Heterosexual,Most of the Times,2,2,3,1,1,1,1,1,2,1,0,2,2,0,0,1,5,1,1,1,1,1,1,1,5,2,2,7,6,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
